Branch,review,Restaurant
Chennai,"Saravana Bhavan is the largest South Indianvegetarian restaurant chain in the world, founded in 1981 in Chennai, Tamil Nadu, India.[1] They have more than 33 locations in India (20 in Chennai) and 47 across several countries in Southeast Asia, Australia, the Middle East, Africa, Europe and North America.[2][3]",SaravanaBhavan
Chennai,I will eat only Saravana bhavan for vegetarian food.Your stomach never get hurt.Always good for health.The taste remains always wherever you go....the most trust worthy name...I am eating last 10 years with the same taste in all the branches... I guess they are using same quality product all over... Its a bench mark of the vegetarian hotel,SaravanaBhavan
Chennai,Good in taste. Good in variety. Good in quantity. Fresh and nice for stomach too. Im not a foodie but liked the simple n tasty food.,SaravanaBhavan
Chennai,MAN GO PREPARE TO FALL SICK AVOID UNDER ALL CIRCUMSTANCES,SaravanaBhavan
Chennai,"I thoroughly enjoyed the Gee Roast Masala Dosa in Saravana Bhavan, T Nagar. It was awesome. The sambar & chatni were amazing as well. Look forward to go there again.",SaravanaBhavan
Chennai,We went to Radhakrishnan Salai branch for dinner .. most of the varieties were not available though we went quite early for dinner.. it was quite expensive and taste was also not the way it used to be.. we came out quite disappointed.. and half the restaurant was empty !!,SaravanaBhavan
Chennai,My recent experience with Saravana Bhavan restaurants are not very good. I feel the food quality has degraded. Older restaurants within the city carry a shabby appearance. I still like to visit them and like some of their food. Saravana Bhavan used to be the best place for vegetarian food.,SaravanaBhavan
Chennai,Ambience - Very basic and below average Good - Good but not great. Price - Slightly over priced looking at the ambience Hand wash area- Very basic Staff - Good but not excellent. Most of them are in hurry. Won't attend you immediately. Some of them don't understand english. For outsiders its a challenge.,SaravanaBhavan
Chennai,The food quality is good and consistent with attentive service staff. The combos are a great value and I love their rava masala dosas. If you are craving for south indian thali or dosas and idlis this is the place to go.,SaravanaBhavan
Chennai,Chennai seems to be owned 50 per cent by saravna bhawan No street without sarvansh bhawan restaurant starting from airport One T nagar market is full of saravana bhawan shops selling everything,SaravanaBhavan
Chennai,Once upon time it's is the well known veg restaurant but now it has lost its name and quality. No proper staffs. the quality and the quantity of the food has gone down. Not worthy for ur money. The staffs are very rough and bad. U can't see a smile on any one's face. Don't waste your time and money. Sorry to reveal the truth,SaravanaBhavan
Chennai,I have to admit when I travel I don't always gravitate towards veg meals but the food served as Sarvana Bhawan is brilliant Their wide and extensive menu of south Indian foods makes them the perfect choice on a budget saver as well as super tasty eating.,SaravanaBhavan
Chennai,I had south Indian meals for 175/- The food quality and quantity both are very good. The staff is also very good.,SaravanaBhavan
Chennai,Saravana Bhavan is quite famous in Chennai but they are using the name to mint some money. These days taste is not so great and food is too costly. It is clean than many restaurants in chennai.,SaravanaBhavan
Chennai,"Taste is  good, the cost is expensive. Place is neat, clean and hygiene. Parking facilities is not there.",SaravanaBhavan
Chennai,The hotel saravana bhavan restaurant is very nice place for fooding. We are enjoy there food items. The food items are very tasty and yummy.,SaravanaBhavan
Chennai,"Was told by my colleague while I was preparing to go to Chennai "" Don't come back unless you visit Sarahana Bhavan anywhere in Chennai. So took a pit stop on my way to airport at Sarahana Bhavan at 7 pm. Dinner time was 7.30 pm. So gorged on Mysore Paneer Tikka Masala Dosa. Wowwwwwwwwwwwwwww taste. Pure butter dripping. Dosa was exactly as I ordered. Sambhaal had the authentic spices n giving ultimate taste to the buds. Then I also bought some mysorepak sweet n farsaan. The curry patta gave sumptuous taste to sambhaar. No local cooking of food happens in the outlets but central kitchen provides the lunch n dinner menu thereby keeping the taste hygiene uniform throughout all the outlets cum eateries. Guests with traditional south indian wear were entering the hotel as if they are entering some temple sanctum. An experience in itself. Must visit n gorge chain of hotel. A truly heavenly experience.",SaravanaBhavan
Chennai,"On Tuesday July 10th, 2018  was invited to a business lunch at the Peters Road Saravana Bhavan.  Was one of the worst experiences.  First off, no one bothered to seat us for a full five minutes.  Several items on the menu were not available.  We were a group of four and instead of the items arriving together for all four, each of us were served at different time points.  So much for a group lunch.  We had a choice to let it sit and become cold till the others food arrived or eat alone. No spoons, etc. were offered or served and when asked for one, each of us was given two spoons.  Go figure !!!  The chutneys served were very stale.  Yoghurt rice was tasteless.",SaravanaBhavan
