Branch,review,Restaurant
Restaurant_Review-g304556-d1118328-Reviews-Sangeetha_Gandhi_Nagar-Chennai_Madras_Chennai_District_Tamil_Nadu.html,I went there for breakfast and was pleasantly surprised by the place. It has a atmosphere of bygone restaurants in Chennai. It has a reputation for good South Indian breakfast items and it didnt disappoint. I had a rava dosa and it rocked and so did the filter coffee. A tip is to visit the place on Saturday morning because it turns out all the good special stuff is served then,Sangeetha
Restaurant_Review-g304556-d1118328-Reviews-Sangeetha_Gandhi_Nagar-Chennai_Madras_Chennai_District_Tamil_Nadu.html,This is one of my favorite restaurant in Chennai. Food is tasty and much variety. Don't miss to try out Beda (Sweet pan) which they have in the billing counter. It is very cheap and best. It is a MUST TRY.,Sangeetha
Restaurant_Review-g304556-d1118328-Reviews-Sangeetha_Gandhi_Nagar-Chennai_Madras_Chennai_District_Tamil_Nadu.html,"The décor is different from other Sangeetha restaurants visited in Chennai. The available short eats, snacks are different from other places. You are requested to try the Ada (A rice preparation steamed in banana leaf) which is very delicious.  Please remember to look for the days when these special items are available. Also there is a restaurant in first floor where you can have regular lunch and dinner (I am yet to try this facility) It is a pleasure to write here that Sangeetha is very good for people who wants to have or love to have South Indian Vegetarian food and snacks.",Sangeetha
Restaurant_Review-g304556-d1118328-Reviews-Sangeetha_Gandhi_Nagar-Chennai_Madras_Chennai_District_Tamil_Nadu.html,During our stay at chennai our Aunty who lives at chennai took us to this non veg restaurant to had our lunch. Well it is a must try restaurant in chennai-- . We had butter masala dosa which is one of the best . And their must try is Faluda --- not miss it . oh I still can't forgot it -Must try,Sangeetha
Restaurant_Review-g304556-d1118328-Reviews-Sangeetha_Gandhi_Nagar-Chennai_Madras_Chennai_District_Tamil_Nadu.html,"Central location, tasty food, variety of options, courteous and prompt services, economical too, a bit noisy, not very attractive ambience. Overall very satisfactory experience",Sangeetha
Restaurant_Review-g304556-d1118328-Reviews-Sangeetha_Gandhi_Nagar-Chennai_Madras_Chennai_District_Tamil_Nadu.html,"Good place to eat with family in the Mount Road, Chennai. Parking facility helps to have a relaxed eat out. Lot of varieties and they are really Value for money. Big money with little harm to wallet.",Sangeetha
Restaurant_Review-g304556-d1118328-Reviews-Sangeetha_Gandhi_Nagar-Chennai_Madras_Chennai_District_Tamil_Nadu.html,"I recently visited the Sangeetha Restaurant at Vandalur. The service was not timely due to the rush and paucity of space. The Airconditioned wing is cramped and free movement is difficult. However, the wait for the order was worth, as the food was good, specially the Masala dosais and Hot Bondas. It's mini meals is also good and also poori & potato. Fruit juices are also served. The tables are not cleaned immediately after the customer finishes his menu. As it is on the Highway I.e. On GST Road and opposite to Vandalur Zoo & Crescent Engineering College, it is always busy. Further, there is no other good veg restaurant nearby. There is also takeaway facility, but you have to wait more. There is ample parking facility. You can visit this Restaurant once in a while with your family & friends, whenever you pass through the GST Road or visit the famous and only zoo in Chennai. There is room for more improvement in service.",Sangeetha
Restaurant_Review-g304556-d1118328-Reviews-Sangeetha_Gandhi_Nagar-Chennai_Madras_Chennai_District_Tamil_Nadu.html,Sangeetha is a decent hotel at chennai and have many branches at various location. the food and tiffins are tasty and good. chettinad dishes and paper masala are very tasty. the hotel is neat and spacious. all most all kinds of dishes are served. one of the decent hotel. the food does not upset the stomach. the prices are reasonable.,Sangeetha
Restaurant_Review-g304556-d1118328-Reviews-Sangeetha_Gandhi_Nagar-Chennai_Madras_Chennai_District_Tamil_Nadu.html,"The Sangeetha chain incorporates some of the best mid level restaurants for vegetarian food in Chennai. In fact their South Indian veg  fare is better than most five star restaurants and the prices are far more reasonable. The restaurant in Gandhi Nagar, Adyar is one of our favorites. The crowds, which so often cause you to wait to be seated, are the best testimony to the quality of the food. The rava dosai, masala dosi, puri and vadai are all excellent and I have rarely been able to go beyond them on multiple visits. The North Indian and ""Chinese "" menu are also very good as are the thalis. The menu features a good range of snacks as well. The filter coffee is suoerb. The service is polite and quick and they are able to tackle the crowd of diners quite efficiently. Excellent value for money.",Sangeetha
Restaurant_Review-g304556-d1118328-Reviews-Sangeetha_Gandhi_Nagar-Chennai_Madras_Chennai_District_Tamil_Nadu.html,I went to sangeetha in ecr chennai ...The service and the food was worst ...on top of it they were not able to manage the crowd also there ...sambar has so much water in it and I had a doubt whether it's rasam. ..lols ...but guys this place I will not visit again and not recommended ... Note..This review pertains only to east coast road branch ..,Sangeetha
Restaurant_Review-g304556-d1118328-Reviews-Sangeetha_Gandhi_Nagar-Chennai_Madras_Chennai_District_Tamil_Nadu.html,"Long ago, on special occasions, me and my friends used to visit this restaurant. The food is really delicious. The ambience is good too. We used to go and wait from 7:30pm onwards to get a table. It is very crowded but worth it. Everything we order used to taste good. I hope they are still maintaining it the same way.",Sangeetha
